singer_account_id,performance_id,song_title,singer_gender,singer_birth_year,,Language
134753574,134753574_31844984,_bed_intruder,M,1981,1,EN
136601925,136601925_23717361,_bed_intruder,M,1995,1,EN
151085645,151085645_30104534,_bed_intruder,F,1989,3,EN
151505056,151505056_27943185,_bed_intruder,F,1988,0,EN
158850331,158850331_29884211,_bed_intruder,F,1991,1,EN
160783095,160783095_35032561,_bed_intruder,M,1991,0,EN
166298100,166298100_31818623,_bed_intruder,F,1992,0,EN
166298100,166298100_31817134,_bed_intruder,F,1992,0,EN
171854060,171854060_48740370,_bed_intruder,M,1991,1,EN
171854060,171854060_48264218,_bed_intruder,M,1991,1,EN
183437322,183437322_40261675,_i_wanna_dance_with_smbdy,F,1988,0,EN
107805953,107805953_22689462,_i_wanna_dance_with_smbdy,F,1981,0,EN
146378537,146378537_34566887,_i_wanna_dance_with_smbdy,F,1970,5,EN
144952192,144952192_30773380,_i_wanna_dance_with_smbdy,F,1991,0,EN
91866357,91866357_43320710,_i_wanna_dance_with_smbdy,F,1991,0,EN
96028167,96028167_23196279,_i_wanna_dance_with_smbdy,F,1983,4,EN
121471865,121471865_31496898,_i_wanna_dance_with_smbdy,M,1997,1,EN
126622819,126622819_21858431,_i_wanna_dance_with_smbdy,F,1985,2,EN
129059243,129059243_22614013,_i_wanna_dance_with_smbdy,F,1977,0,EN
133362115,133362115_23708174,_i_wanna_dance_with_smbdy,F,1966,0,EN
133420508,133420508_22888226,_i_wanna_dance_with_smbdy,F,1974,0,EN
136117414,136117414_24122954,_i_wanna_dance_with_smbdy,F,1991,1,EN
137191820,137191820_45415894,_i_wanna_dance_with_smbdy,F,1986,10,EN
141317172,141317172_40525332,_i_wanna_dance_with_smbdy,F,1990,1,EN
142001304,142001304_29572654,_i_wanna_dance_with_smbdy,F,1986,1,EN
147187763,147187763_26522061,_i_wanna_dance_with_smbdy,F,1957,0,EN
156723248,156723248_29661473,_i_wanna_dance_with_smbdy,F,1980,1,EN
157439554,157439554_30113431,_i_wanna_dance_with_smbdy,F,1998,0,EN
164476095,164476095_37934072,_i_wanna_dance_with_smbdy,F,1905,0,EN
166590819,166590819_32189690,_i_wanna_dance_with_smbdy,F,1992,0,EN
166731254,166731254_31944426,_i_wanna_dance_with_smbdy,M,1984,1,EN
182874718,182874718_50275533,_i_wanna_dance_with_smbdy,F,1987,0,EN
218473180,218473180_49498323,_i_wanna_dance_with_smbdy,M,1990,0,EN
162275638,162275638_37255493,_dont_know_why,F,1992,8,EN
155002420,155002420_36652906,_dont_know_why,F,1992,4,EN
134490989,134490989_35451771,_dont_know_why,F,1986,1,EN
116869172,116869172_39323372,_dont_know_why,F,1984,1,EN
75607754,75607754_35008938,_dont_know_why,F,1987,14,EN
84582474,84582474_30384505,_dont_know_why,F,1990,150,EN
91645767,91645767_40715906,_dont_know_why,F,1983,1,EN
98254489,98254489_49848644,_dont_know_why,F,1995,1,EN
107509805,107509805_38872619,_dont_know_why,F,1972,2,EN
110033515,110033515_27139669,_dont_know_why,F,1986,0,EN
117987992,117987992_27126075,_dont_know_why,F,1996,2,EN
126443601,126443601_22505237,_dont_know_why,F,1992,0,EN
126995610,126995610_21462851,_dont_know_why,F,1978,0,EN
127390185,127390185_42969533,_dont_know_why,F,1978,16,EN
130617591,130617591_30624426,_dont_know_why,F,1969,0,EN
132678441,132678441_30936017,_dont_know_why,F,1974,0,EN
134490989,134490989_28075301,_dont_know_why,F,1986,0,EN
135451133,135451133_23420677,_dont_know_why,F,1982,3,EN
154693976,154693976_30980773,_dont_know_why,F,1990,1,EN
165572811,165572811_31707576,_dont_know_why,F,1986,0,EN
171506278,171506278_46232334,_dont_know_why,F,1992,3,EN
179999734,179999734_38343897,_dont_know_why,M,1985,5,EN
186201378,186201378_42920460,_dont_know_why,F,1977,11,EN
111648539,111648539_34290662,_two_black_cadillacs,F,1992,1,EN
140120335,140120335_30229199,_two_black_cadillacs,F,1989,1,EN
165109663,165109663_39728303,_two_black_cadillacs,F,1985,0,EN
190036745,190036745_39594081,_two_black_cadillacs,F,1990,0,EN
195679964,195679964_41737747,_two_black_cadillacs,F,1988,0,EN
149179231,149179231_46974209,_two_black_cadillacs,F,1995,8,EN
73858852,73858852_26309492,_two_black_cadillacs,F,1999,0,EN
76848066,76848066_45400287,_two_black_cadillacs,F,1988,0,EN
78639180,78639180_48619311,_two_black_cadillacs,F,1979,0,EN
95225545,95225545_33065168,_two_black_cadillacs,F,1999,1,EN
98634230,98634230_44249169,_two_black_cadillacs,F,1989,0,EN
130736444,130736444_33857728,_two_black_cadillacs,F,1988,3,EN
130911771,130911771_39333395,_two_black_cadillacs,F,1994,1,EN
138208164,138208164_24794318,_two_black_cadillacs,F,1988,1,EN
140106992,140106992_27016716,_two_black_cadillacs,F,1996,0,EN
149390663,149390663_48215384,_two_black_cadillacs,F,1991,0,EN
149481065,149481065_39030848,_two_black_cadillacs,F,1998,1,EN
151424289,151424289_31528019,_two_black_cadillacs,F,1991,0,EN
154146270,154146270_38296261,_two_black_cadillacs,F,1991,0,EN
165294790,165294790_32326698,_two_black_cadillacs,F,1994,1,EN
166668533,166668533_31932787,_two_black_cadillacs,M,1990,0,EN
168250088,168250088_34666525,_two_black_cadillacs,M,1989,0,EN
174569507,174569507_37445809,_two_black_cadillacs,M,1935,2,EN
167910379,167910379_40329806,_rehab,F,1979,2,EN
118366766,118366766_41601633,_rehab,F,1991,0,EN
169428031,169428031_42141836,_rehab,F,1975,1,EN
78231051,78231051_40402737,_rehab,M,1983,0,EN
83417526,83417526_50129634,_rehab,F,1985,10,EN
84467294,84467294_41076203,_rehab,F,1985,2,EN
84549098,84549098_40605124,_rehab,F,1981,0,EN
86019111,86019111_40247576,_rehab,F,1977,4,EN
94672690,94672690_48263048,_rehab,F,1994,0,EN
97583081,97583081_40334558,_rehab,F,1963,4,EN
101916757,101916757_44825657,_rehab,F,1989,0,EN
107369262,107369262_40217661,_rehab,F,1991,0,EN
118307320,118307320_42277878,_rehab,M,1989,3,EN
118851568,118851568_40700828,_rehab,F,1981,2,EN
131812591,131812591_43622892,_rehab,F,1979,0,EN
146612054,146612054_42523511,_rehab,F,1977,2,EN
151889233,151889233_41389960,_rehab,F,1971,1,EN
154989162,154989162_50976566,_rehab,F,1997,11,EN
172601290,172601290_46771952,_rehab,F,1971,0,EN
174673702,174673702_44444931,_rehab,F,1985,0,EN
186872576,186872576_40890536,_rehab,F,1996,2,EN
190336296,190336296_40408469,_rehab,F,1984,1,EN
194482477,194482477_42519020,_rehab,F,1994,0,EN
128760051,128760051_21820740,_bad_romance,M,1990,0,EN
148206384,148206384_27148022,_bad_romance,M,1998,0,EN
125799798,125799798_28099720,_bad_romance,M,1990,0,EN
202584072,202584072_43730740,_bad_romance,M,1994,0,EN
80979821,80979821_43649293,_bad_romance,F,1991,0,EN
95521146,95521146_34092698,_bad_romance,M,1983,0,EN
101282875,101282875_28576146,_bad_romance,F,1979,2,EN
106033792,106033792_37222531,_bad_romance,F,1983,0,EN
107290694,107290694_35774823,_bad_romance,F,1975,1,EN
108234504,108234504_38430251,_bad_romance,F,1974,1,EN
108252036,108252036_24249674,_bad_romance,F,1993,1,EN
121674814,121674814_45034975,_bad_romance,F,1993,0,EN
124315053,124315053_25166238,_bad_romance,F,1980,1,EN
127369235,127369235_21398100,_bad_romance,F,1999,0,EN
150948979,150948979_28375599,_bad_romance,F,1977,0,EN
159374379,159374379_30719565,_bad_romance,F,1992,1,EN
164113700,164113700_32923385,_bad_romance,F,1987,0,EN
164259959,164259959_50484094,_bad_romance,F,1990,4,EN
173592614,173592614_40784222,_bad_romance,M,1996,2,EN
174974095,174974095_34530614,_bad_romance,F,1981,0,EN
188837982,188837982_41449775,_bad_romance,F,1989,1,EN
191752844,191752844_40935857,_bad_romance,F,1983,1,EN
211584207,211584207_47872560,_bad_romance,F,1984,4,EN
151821080,151821080_33367721,_weve_only_just_begun,F,1970,1,EN
187078018,187078018_38918102,_weve_only_just_begun,F,1960,2,EN
129338320,129338320_32815999,_weve_only_just_begun,F,1966,0,EN
132404873,132404873_39670012,_weve_only_just_begun,F,1980,1,EN
106143988,106143988_45294683,_weve_only_just_begun,F,1978,2,EN
106592909,106592909_24028630,_weve_only_just_begun,F,1978,0,EN
109787250,109787250_25362458,_weve_only_just_begun,F,1961,2,EN
115526572,115526572_41536549,_weve_only_just_begun,F,1974,1,EN
122108273,122108273_26071747,_weve_only_just_begun,F,1972,3,EN
122574632,122574632_23130752,_weve_only_just_begun,F,1957,1,EN
124616653,124616653_35493608,_weve_only_just_begun,F,1965,4,EN
126903269,126903269_28592932,_weve_only_just_begun,F,1984,0,EN
129338320,129338320_33693854,_weve_only_just_begun,F,1966,4,EN
129338320,129338320_41856547,_weve_only_just_begun,F,1966,0,EN
129665451,129665451_31324779,_weve_only_just_begun,F,1970,2,EN
140509011,140509011_27671334,_weve_only_just_begun,F,1963,0,EN
151902470,151902470_28060562,_weve_only_just_begun,M,1958,0,EN
152282647,152282647_49604901,_weve_only_just_begun,F,1970,2,EN
160610643,160610643_47957402,_weve_only_just_begun,F,1988,0,EN
162551123,162551123_49031161,_weve_only_just_begun,F,1989,0,EN
164803992,164803992_50562194,_weve_only_just_begun,F,1962,1,EN
193111300,193111300_48125556,_weve_only_just_begun,F,1970,1,EN
193328526,193328526_43998613,_weve_only_just_begun,F,1964,0,EN
134784533,134784533_23209140,_a_whole_new_world,F,1988,0,EN
97904353,97904353_31922621,_a_whole_new_world,M,1985,0,EN
130205857,130205857_38937161,_a_whole_new_world,F,1985,2,EN
126738079,126738079_35318438,_a_whole_new_world,F,1988,1,EN
147033975,147033975_34412311,_a_whole_new_world,M,1993,0,EN
142459589,142459589_29350684,_a_whole_new_world,F,1986,0,EN
111648539,111648539_35431766,_a_whole_new_world,F,1992,0,EN
113474105,113474105_30114380,_a_whole_new_world,F,1994,0,EN
114438411,114438411_35702699,_a_whole_new_world,F,1993,0,EN
119568750,119568750_24815846,_a_whole_new_world,F,1993,91,EN
132545046,132545046_37503487,_a_whole_new_world,F,1986,1,EN
133853424,133853424_24079492,_a_whole_new_world,F,1984,0,EN
136266273,136266273_25233471,_a_whole_new_world,F,1991,1,EN
145281203,145281203_33325380,_a_whole_new_world,F,1975,1,EN
154693976,154693976_29340189,_a_whole_new_world,F,1990,1,EN
155827386,155827386_30867389,_a_whole_new_world,F,1989,1,EN
164748750,164748750_35873607,_a_whole_new_world,F,1984,0,EN
167154246,167154246_35156567,_a_whole_new_world,F,1998,1,EN
172067295,172067295_37554626,_a_whole_new_world,F,1969,0,EN
189255118,189255118_39224614,_a_whole_new_world,F,1989,0,EN
201309396,201309396_43117111,_a_whole_new_world,F,1984,1,EN
201309396,201309396_43107451,_a_whole_new_world,F,1984,0,EN
202487766,202487766_43539937,_a_whole_new_world,F,1981,0,EN
197461568,197461568_42260513,_drink_a_beer,M,1957,1,EN
206280307,206280307_45193400,_drink_a_beer,F,1988,2,EN
117947100,117947100_31678942,_drink_a_beer,M,1984,1,EN
84789714,84789714_34184624,_drink_a_beer,M,1991,10,EN
87762057,87762057_29991220,_drink_a_beer,M,1969,0,EN
176481644,176481644_40095117,_drink_a_beer,F,1987,2,EN
188217856,188217856_47447264,_drink_a_beer,F,1993,2,EN
87074410,87074410_38309523,_drink_a_beer,M,1998,1,EN
84789714,84789714_31873736,_drink_a_beer,M,1991,0,EN
95912509,95912509_35356991,_drink_a_beer,F,1991,22,EN
101701718,101701718_30193305,_drink_a_beer,M,1984,0,EN
108234504,108234504_30775024,_drink_a_beer,F,1974,1,EN
117947100,117947100_33260713,_drink_a_beer,M,1984,1,EN
118482031,118482031_30248852,_drink_a_beer,M,1995,0,EN
118482031,118482031_30250091,_drink_a_beer,M,1995,0,EN
119316408,119316408_29992859,_drink_a_beer,F,1994,0,EN
122619196,122619196_35392993,_drink_a_beer,M,1989,1,EN
138208164,138208164_34179288,_drink_a_beer,F,1988,1,EN
142873847,142873847_32755242,_drink_a_beer,F,1995,0,EN
149125390,149125390_43666736,_drink_a_beer,F,1969,1,EN
156469639,156469639_32294762,_drink_a_beer,F,1978,0,EN
160783095,160783095_30898950,_drink_a_beer,M,1991,2,EN
185017948,185017948_39567151,_drink_a_beer,F,1986,2,EN
138242896,138242896_40430864,_faith,F,1972,2,EN
96469350,96469350_27292906,_faith,F,1976,1,EN
209456301,209456301_46355437,_faith,F,1976,0,EN
182438126,182438126_46991858,_faith,F,1978,0,EN
114575869,114575869_28003916,_faith,F,1986,1,EN
124645255,124645255_41186834,_faith,M,1973,1,EN
77729004,77729004_27800253,_faith,M,1985,0,EN
82747000,82747000_28209849,_faith,F,1987,0,EN
103301910,103301910_40242328,_faith,M,1981,0,EN
103612362,103612362_48774967,_faith,F,1905,0,EN
108652764,108652764_28267547,_faith,M,1986,0,EN
108652764,108652764_29617573,_faith,M,1986,0,EN
114904872,114904872_28482095,_faith,F,1982,12,EN
120840311,120840311_30439717,_faith,F,1972,0,EN
123036906,123036906_27346934,_faith,F,1973,0,EN
129935384,129935384_27527838,_faith,M,1985,0,EN
130177209,130177209_28023297,_faith,M,1993,0,EN
131817927,131817927_27458458,_faith,M,1974,2,EN
132580339,132580339_28085636,_faith,M,1991,20,EN
135185502,135185502_27390491,_faith,M,1985,0,EN
144524386,144524386_37098378,_faith,M,1970,5,EN
145098791,145098791_45194142,_faith,M,1988,0,EN
213516051,213516051_48437479,_faith,F,1984,0,EN
119706470,119706470_49230920,_you_know_im_no_good,F,1954,4,EN
137524166,137524166_30989398,_you_know_im_no_good,M,1957,5,EN
101723359,101723359_21793072,_you_know_im_no_good,F,1990,0,EN
168784377,168784377_42215269,_you_know_im_no_good,F,1987,0,EN
123046271,123046271_45869206,_you_know_im_no_good,F,1997,0,EN
145968834,145968834_30726178,_you_know_im_no_good,F,1984,0,EN
83417526,83417526_41985534,_you_know_im_no_good,F,1985,16,EN
105428096,105428096_44418810,_you_know_im_no_good,M,1991,0,EN
107369262,107369262_22674778,_you_know_im_no_good,F,1991,0,EN
108397133,108397133_31396843,_you_know_im_no_good,F,1988,0,EN
113108914,113108914_34481664,_you_know_im_no_good,F,1991,1,EN
116877292,116877292_30238958,_you_know_im_no_good,F,1980,0,EN
128117602,128117602_31038268,_you_know_im_no_good,F,1990,0,EN
134675356,134675356_33068267,_you_know_im_no_good,F,1994,0,EN
149786177,149786177_38718446,_you_know_im_no_good,F,1965,9,EN
164192139,164192139_49166298,_you_know_im_no_good,F,1986,0,EN
169428031,169428031_34190321,_you_know_im_no_good,F,1975,0,EN
171446939,171446939_37659583,_you_know_im_no_good,F,1989,2,EN
182139092,182139092_36760936,_you_know_im_no_good,F,1977,1,EN
192486201,192486201_40242734,_you_know_im_no_good,F,1988,0,EN
194482477,194482477_45522549,_you_know_im_no_good,F,1994,0,EN
204192684,204192684_47811865,_you_know_im_no_good,F,1992,0,EN
217750533,217750533_49211605,_you_know_im_no_good,F,1991,0,EN
109228322,109228322_26245469,_hush_little_baby,M,1982,1,EN
112958967,112958967_23388903,_hush_little_baby,F,1991,0,EN
200033194,200033194_43077977,_hush_little_baby,F,1998,1,EN
160735188,160735188_30298802,_hush_little_baby,F,1987,0,EN
158485314,158485314_29660107,_hush_little_baby,F,1990,1,EN
189859348,189859348_42996091,_hush_little_baby,M,1982,1,EN
108980409,108980409_32763859,_hush_little_baby,M,1998,0,EN
110790949,110790949_21614022,_hush_little_baby,F,1999,0,EN
122689787,122689787_21796194,_hush_little_baby,F,1996,0,EN
129241087,129241087_43501541,_hush_little_baby,F,1990,1,EN
129935384,129935384_22473696,_hush_little_baby,M,1985,0,EN
134365844,134365844_23106303,_hush_little_baby,F,1993,0,EN
144372204,144372204_32393564,_hush_little_baby,F,1984,2,EN
151424289,151424289_39662499,_hush_little_baby,F,1991,0,EN
152797370,152797370_35335822,_hush_little_baby,F,1969,1,EN
154347563,154347563_28848323,_hush_little_baby,F,1986,0,EN
166499634,166499634_34699986,_hush_little_baby,F,1982,0,EN
171141638,171141638_33454842,_hush_little_baby,F,1986,0,EN
175725547,175725547_35712312,_hush_little_baby,F,1996,2,EN
180492333,180492333_38235948,_hush_little_baby,F,1968,2,EN
184823561,184823561_39546937,_hush_little_baby,F,1993,1,EN
187446725,187446725_41676433,_hush_little_baby,M,1997,4,EN
195893498,195893498_43101016,_hush_little_baby,F,1970,0,EN
152098360,152098360_36548294,_you_are_so_beautiful,M,1962,0,EN
133524241,133524241_23596905,_you_are_so_beautiful,M,1957,1,EN
181279027,181279027_36836034,_you_are_so_beautiful,F,1983,15,EN
160863285,160863285_39246047,_you_are_so_beautiful,F,1985,0,EN
184571697,184571697_39761808,_you_are_so_beautiful,F,1984,4,EN
155811935,155811935_29343356,_you_are_so_beautiful,F,1972,1,EN
160542304,160542304_32627931,_you_are_so_beautiful,M,1969,1,EN
88910323,88910323_24651094,_you_are_so_beautiful,M,1983,173,EN
103301910,103301910_38505961,_you_are_so_beautiful,M,1981,1,EN
103358924,103358924_42177228,_you_are_so_beautiful,F,1981,1,EN
109228322,109228322_33105623,_you_are_so_beautiful,M,1982,2,EN
113015936,113015936_35781292,_you_are_so_beautiful,F,1963,4,EN
117329537,117329537_38518728,_you_are_so_beautiful,F,1964,3,EN
126473746,126473746_35015194,_you_are_so_beautiful,F,1959,3,EN
133524241,133524241_23012691,_you_are_so_beautiful,M,1957,5,EN
138344233,138344233_28064415,_you_are_so_beautiful,M,1993,2,EN
163659664,163659664_31581217,_you_are_so_beautiful,F,1905,0,EN
167091534,167091534_39294466,_you_are_so_beautiful,M,1995,492,EN
167091534,167091534_34616147,_you_are_so_beautiful,M,1995,37,EN
171582304,171582304_49031538,_you_are_so_beautiful,F,1965,1,EN
173927462,173927462_45323120,_you_are_so_beautiful,M,1958,10,EN
176970680,176970680_36111442,_you_are_so_beautiful,F,1973,0,EN
198320353,198320353_49920672,_you_are_so_beautiful,M,1981,1,EN
207891561,207891561_46097258,_bingo,M,1969,0,EN
141458832,141458832_25027882,_bingo,F,1975,0,EN
87795519,87795519_34513009,_bingo,F,1950,0,EN
150386005,150386005_41575505,_bingo,F,1999,4,EN
84150160,84150160_43461627,_bingo,F,1994,1,EN
84150160,84150160_43435551,_bingo,F,1994,0,EN
94474797,94474797_34248945,_bingo,F,1976,1,EN
110790949,110790949_21614182,_bingo,F,1999,0,EN
119316066,119316066_24152556,_bingo,F,1982,0,EN
119316066,119316066_24153282,_bingo,F,1982,0,EN
125721227,125721227_47128593,_bingo,F,1988,1,EN
126730092,126730092_33819271,_bingo,F,1990,0,EN
131385465,131385465_22637545,_bingo,F,1970,0,EN
137837566,137837566_31781416,_bingo,F,1983,0,EN
140844083,140844083_25147308,_bingo,F,1978,0,EN
151295393,151295393_28764053,_bingo,M,1966,0,EN
152616391,152616391_28216923,_bingo,F,1984,0,EN
153026045,153026045_28278529,_bingo,F,1973,4,EN
153026045,153026045_28270757,_bingo,F,1973,2,EN
153873179,153873179_31647975,_bingo,F,1996,0,EN
195311772,195311772_41316572,_bingo,M,1973,2,EN
196081343,196081343_41413072,_bingo,F,1980,2,EN
196081343,196081343_41506029,_bingo,F,1980,1,EN
200004136,200004136_48823815,_give_your_heart_a_break,M,1981,2,EN
161660923,161660923_34302728,_give_your_heart_a_break,M,1999,1,EN
166921109,166921109_48892351,_give_your_heart_a_break,F,1999,2,EN
143244953,143244953_42415940,_give_your_heart_a_break,M,1987,1,EN
165955334,165955334_38719095,_give_your_heart_a_break,F,1999,0,EN
119568750,119568750_43067817,_give_your_heart_a_break,F,1993,7,EN
181271187,181271187_38150963,_give_your_heart_a_break,F,1996,0,EN
80115382,80115382_21782148,_give_your_heart_a_break,F,1997,6,EN
98732900,98732900_23500040,_give_your_heart_a_break,F,1993,1,EN
106717208,106717208_29635976,_give_your_heart_a_break,F,1999,1,EN
108768775,108768775_35499413,_give_your_heart_a_break,F,1966,2,EN
110489478,110489478_35575456,_give_your_heart_a_break,F,1994,75,EN
117532903,117532903_35659976,_give_your_heart_a_break,F,1997,1,EN
126611743,126611743_28930624,_give_your_heart_a_break,F,1997,6,EN
137085229,137085229_24690397,_give_your_heart_a_break,F,1992,1,EN
144124132,144124132_37903984,_give_your_heart_a_break,M,1995,2,EN
164702958,164702958_35641672,_give_your_heart_a_break,F,1998,0,EN
165294790,165294790_32443154,_give_your_heart_a_break,F,1994,0,EN
167678505,167678505_37976189,_give_your_heart_a_break,M,1986,7,EN
180863663,180863663_44200001,_give_your_heart_a_break,M,1995,3,EN
202323578,202323578_50390922,_give_your_heart_a_break,F,1992,2,EN
214320656,214320656_50746277,_give_your_heart_a_break,F,1970,1,EN
215382400,215382400_48507666,_give_your_heart_a_break,F,1988,1,EN
172969818,172969818_50678668,_ironic,F,1981,0,EN
149475120,149475120_30529971,_ironic,F,1989,0,EN
127827220,127827220_22426005,_ironic,F,1986,3,EN
106192051,106192051_43022661,_ironic,F,1996,3,EN
130057586,130057586_43726238,_ironic,F,1977,1,EN
124696092,124696092_23252830,_ironic,F,1983,1,EN
105249421,105249421_41197011,_ironic,M,1991,0,EN
70167169,70167169_34605047,_ironic,M,1982,0,EN
73260958,73260958_39881984,_ironic,F,1978,2,EN
76545172,76545172_35852306,_ironic,F,1985,1,EN
94672690,94672690_22854080,_ironic,F,1994,1,EN
105604779,105604779_35818289,_ironic,F,1981,1,EN
113821027,113821027_23463162,_ironic,F,1986,0,EN
120261480,120261480_46972599,_ironic,M,1989,4,EN
131059489,131059489_39249774,_ironic,F,1975,2,EN
132943846,132943846_35048895,_ironic,F,1986,1,EN
134527711,134527711_29583851,_ironic,M,1986,5,EN
142288225,142288225_35371009,_ironic,F,1982,2,EN
157566786,157566786_30151723,_ironic,F,1990,1,EN
163930300,163930300_45178372,_ironic,F,1993,1,EN
183526240,183526240_42054170,_ironic,F,1971,4,EN
191472464,191472464_43650591,_ironic,F,1978,0,EN
209873674,209873674_48755397,_ironic,F,1978,0,EN
144804855,144804855_37789201,_airplanes,F,1987,1,EN
175519185,175519185_39932305,_airplanes,F,1996,0,EN
169379627,169379627_35454689,_airplanes,F,1994,1,EN
103168915,103168915_23874889,_airplanes,F,1993,1,EN
166298100,166298100_31822037,_airplanes,F,1992,0,EN
115050206,115050206_48443315,_airplanes,M,1994,2,EN
169379627,169379627_37333952,_airplanes,F,1994,1,EN
149179231,149179231_48081204,_airplanes,F,1995,9,EN
111173764,111173764_44748473,_airplanes,F,1989,2,EN
115659610,115659610_40710442,_airplanes,F,1980,2,EN
122207385,122207385_50258058,_airplanes,F,1991,1,EN
